     -89.5000      0.00000
     -88.5000      0.00000
     -87.5000      0.00000
     -86.5000      0.00000
     -85.5000      0.00000
     -84.5000      0.00000
     -83.5000      0.00000
     -82.5000      0.00000
     -81.5000      0.00000
     -80.5000      0.00000
     -79.5000      0.00000
     -78.5000      0.00000
     -77.5000     0.578126
     -76.5000     0.685818
     -75.5000     0.813556
     -74.5000     0.914139
     -73.5000     0.973348
     -72.5000      1.43672
     -71.5000      1.87898
     -70.5000      2.27470
     -69.5000      2.45420
     -68.5000      2.37465
     -67.5000      2.46186
     -66.5000      2.47005
     -65.5000      2.68347
     -64.5000      2.87392
     -63.5000      3.16414
     -62.5000      3.39022
     -61.5000      3.69249
     -60.5000      3.98587
     -59.5000      4.15755
     -58.5000      4.29592
     -57.5000      4.33652
     -56.5000      4.40149
     -55.5000      4.43040
     -54.5000      4.47791
     -53.5000      4.46023
     -52.5000      4.39391
     -51.5000      4.43651
     -50.5000      4.28376
     -49.5000      4.25682
     -48.5000      4.27210
     -47.5000      4.20617
     -46.5000      4.02483
     -45.5000      4.02411
     -44.5000      3.96495
     -43.5000      3.87109
     -42.5000      3.82852
     -41.5000      3.73733
     -40.5000      3.61032
     -39.5000      3.44037
     -38.5000      3.31030
     -37.5000      3.18291
     -36.5000      3.08387
     -35.5000      2.90594
     -34.5000      2.69946
     -33.5000      2.61731
     -32.5000      2.44060
     -31.5000      2.33114
     -30.5000      2.31794
     -29.5000      2.23598
     -28.5000      2.18603
     -27.5000      2.13906
     -26.5000      2.09121
     -25.5000      2.05390
     -24.5000      2.04802
     -23.5000      2.02573
     -22.5000      1.98510
     -21.5000      1.87731
     -20.5000      1.83501
     -19.5000      1.82517
     -18.5000      1.80646
     -17.5000      1.82501
     -16.5000      1.73998
     -15.5000      1.78430
     -14.5000      1.73945
     -13.5000      1.70087
     -12.5000      1.70992
     -11.5000      1.49114
     -10.5000      1.32755
     -9.50000      1.23370
     -8.50000      1.21622
     -7.50000      1.14562
     -6.50000      1.08083
     -5.50000     0.979655
     -4.50000     0.909041
     -3.50000     0.912605
     -2.50000     0.853887
     -1.50000     0.757716
    -0.500000     0.827413
     0.500000     0.868589
      1.50000      1.02025
      2.50000      1.14540
      3.50000      1.22069
      4.50000      1.25260
      5.50000      1.25966
      6.50000      1.13435
      7.50000      1.01818
      8.50000     0.904041
      9.50000     0.795839
      10.5000     0.750534
      11.5000     0.713473
      12.5000     0.654961
      13.5000     0.658579
      14.5000     0.694287
      15.5000     0.707924
      16.5000     0.749730
      17.5000     0.871973
      18.5000     0.942404
      19.5000      1.01681
      20.5000      1.09528
      21.5000      1.05751
      22.5000      1.15053
      23.5000      1.18969
      24.5000      1.12060
      25.5000      1.20328
      26.5000      1.26231
      27.5000      1.27965
      28.5000      1.32151
      29.5000      1.39014
      30.5000      1.45897
      31.5000      1.58684
      32.5000      1.51996
      33.5000      1.49904
      34.5000      1.49134
      35.5000      1.57679
      36.5000      1.49047
      37.5000      1.54449
      38.5000      1.51552
      39.5000      1.48091
      40.5000      1.53085
      41.5000      1.52356
      42.5000      1.45355
      43.5000      1.38660
      44.5000      1.37532
      45.5000      1.35210
      46.5000      1.25370
      47.5000      1.17350
      48.5000      1.15861
      49.5000      1.12006
      50.5000      1.00100
      51.5000     0.892696
      52.5000     0.774442
      53.5000     0.799580
      54.5000     0.689412
      55.5000     0.735197
      56.5000     0.650138
      57.5000     0.585589
      58.5000     0.492847
      59.5000     0.382551
      60.5000     0.347468
      61.5000     0.344923
      62.5000     0.288480
      63.5000     0.224421
      64.5000     0.186187
      65.5000     0.168260
      66.5000     0.204562
      67.5000     0.124281
      68.5000    0.0973216
      69.5000    0.0866585
      70.5000    0.0739190
      71.5000    0.0793351
      72.5000    0.0806657
      73.5000    0.0736843
      74.5000    0.0605814
      75.5000    0.0533654
      76.5000    0.0490682
      77.5000    0.0406055
      78.5000   0.00623502
      79.5000      0.00000
      80.5000      0.00000
      81.5000      0.00000
      82.5000      0.00000
      83.5000      0.00000
      84.5000      0.00000
      85.5000      0.00000
      86.5000      0.00000
      87.5000      0.00000
      88.5000      0.00000
      89.5000      0.00000
