     -89.5000      0.00000
     -88.5000      0.00000
     -87.5000      0.00000
     -86.5000      0.00000
     -85.5000      0.00000
     -84.5000      0.00000
     -83.5000      0.00000
     -82.5000      0.00000
     -81.5000      0.00000
     -80.5000      0.00000
     -79.5000      0.00000
     -78.5000      0.00000
     -77.5000      0.00000
     -76.5000      0.00000
     -75.5000      0.00000
     -74.5000      0.00000
     -73.5000      0.00000
     -72.5000      0.00000
     -71.5000      0.00000
     -70.5000      0.00000
     -69.5000      0.00000
     -68.5000      0.00000
     -67.5000      0.00000
     -66.5000      0.00000
     -65.5000   0.00313760
     -64.5000    0.0206299
     -63.5000    0.0388157
     -62.5000    0.0406512
     -61.5000    0.0533104
     -60.5000    0.0826433
     -59.5000     0.104941
     -58.5000     0.115917
     -57.5000     0.150506
     -56.5000     0.179430
     -55.5000     0.205595
     -54.5000     0.228031
     -53.5000     0.258167
     -52.5000     0.285561
     -51.5000     0.322387
     -50.5000     0.355689
     -49.5000     0.395439
     -48.5000     0.437027
     -47.5000     0.461907
     -46.5000     0.477762
     -45.5000     0.513446
     -44.5000     0.535795
     -43.5000     0.546931
     -42.5000     0.561235
     -41.5000     0.571232
     -40.5000     0.590720
     -39.5000     0.596954
     -38.5000     0.598718
     -37.5000     0.607196
     -36.5000     0.622726
     -35.5000     0.634050
     -34.5000     0.631937
     -33.5000     0.653246
     -32.5000     0.653236
     -31.5000     0.683574
     -30.5000     0.710809
     -29.5000     0.703242
     -28.5000     0.707346
     -27.5000     0.720316
     -26.5000     0.716127
     -25.5000     0.727928
     -24.5000     0.750908
     -23.5000     0.728759
     -22.5000     0.714217
     -21.5000     0.689383
     -20.5000     0.685264
     -19.5000     0.684703
     -18.5000     0.717792
     -17.5000     0.714645
     -16.5000     0.713979
     -15.5000     0.707379
     -14.5000     0.702408
     -13.5000     0.740278
     -12.5000     0.720358
     -11.5000     0.691438
     -10.5000     0.654265
     -9.50000     0.647430
     -8.50000     0.587586
     -7.50000     0.576961
     -6.50000     0.618169
     -5.50000     0.474310
     -4.50000     0.456766
     -3.50000     0.419217
     -2.50000     0.394285
     -1.50000     0.365216
    -0.500000     0.425418
     0.500000     0.461633
      1.50000     0.582781
      2.50000     0.682825
      3.50000     0.773087
      4.50000     0.786263
      5.50000     0.771019
      6.50000     0.714814
      7.50000     0.632708
      8.50000     0.588357
      9.50000     0.551110
      10.5000     0.548157
      11.5000     0.547227
      12.5000     0.555664
      13.5000     0.597171
      14.5000     0.648790
      15.5000     0.675672
      16.5000     0.696086
      17.5000     0.746167
      18.5000     0.739829
      19.5000     0.790613
      20.5000     0.748893
      21.5000     0.725838
      22.5000     0.739897
      23.5000     0.746259
      24.5000     0.729358
      25.5000     0.791162
      26.5000     0.818162
      27.5000     0.828101
      28.5000     0.912801
      29.5000      1.05909
      30.5000      1.12338
      31.5000      1.26831
      32.5000      1.25884
      33.5000      1.30596
      34.5000      1.37371
      35.5000      1.53550
      36.5000      1.54216
      37.5000      1.69848
      38.5000      1.77321
      39.5000      1.87320
      40.5000      2.18106
      41.5000      2.37191
      42.5000      2.48200
      43.5000      2.58752
      44.5000      2.74589
      45.5000      2.89733
      46.5000      2.84605
      47.5000      2.84711
      48.5000      2.98193
      49.5000      3.03936
      50.5000      2.93204
      51.5000      2.75655
      52.5000      2.47023
      53.5000      2.72159
      54.5000      2.44257
      55.5000      2.42654
      56.5000      2.42469
      57.5000      2.29926
      58.5000      2.00989
      59.5000      1.64688
      60.5000      1.70783
      61.5000      1.83753
      62.5000      1.76269
      63.5000      1.50050
      64.5000      1.34134
      65.5000      1.23347
      66.5000      1.52251
      67.5000      1.48375
      68.5000      1.27533
      69.5000      1.20753
      70.5000      1.00017
      71.5000      1.16026
      72.5000      1.21848
      73.5000      1.17153
      74.5000      1.03224
      75.5000      1.08961
      76.5000      1.08894
      77.5000      1.02743
      78.5000      1.04742
      79.5000     0.959032
      80.5000     0.932851
      81.5000     0.991009
      82.5000      1.01096
      83.5000     0.938925
      84.5000     0.916291
      85.5000     0.935820
      86.5000     0.919123
      87.5000     0.937174
      88.5000     0.928787
      89.5000     0.937717
